GeneName;baseMean;log2FC;pval;padj
Epb41l4a;19.96631782;0.41626289;0.384556879;0.99995239
Pdcd6;33.83513738;-0.272840776;0.38456114;0.99995239
Plscr2;26.48227184;-0.316965868;0.384981103;0.99995239
Ebf4;21.3412439;-0.361573174;0.384983669;0.99995239
Map2k5;26.54205123;-0.316376779;0.385166843;0.99995239
Slc25a48;4.842130968;-0.892837811;0.385232576;0.99995239
Lrrc8c;141.1391508;-0.104935613;0.385262012;0.99995239
Srgap1;9.803820726;0.560251668;0.385278153;0.99995239
Apc;229.1344198;0.160660508;0.385353184;0.99995239
Gm23119;1.554264261;1.200290441;0.385511087;0.99995239
Pofut2;108.140925;0.210998;0.385560105;0.99995239
Tom1;31.98197615;0.341854586;0.385638571;0.99995239
Idh3a;106.2877637;-0.128596512;0.38577799;0.99995239
Klhl24;160.7467923;0.182096416;0.385800222;0.99995239
Tfb2m;30.2483737;-0.291359014;0.385956536;0.99995239
Tspan9;90.08754777;-0.144165506;0.385962434;0.99995239
Mageh1;15.18396625;-0.443182632;0.386026006;0.99995239
Rab33b;24.21065484;0.383205655;0.386034555;0.99995239
Ephb4;62.8281438;-0.183359381;0.386150396;0.99995239
Eif2ak1;103.3585734;-0.130965456;0.386241584;0.99995239
2810004N23Rik;62.29012925;-0.184317247;0.38629993;0.99995239
Gm2a;50.33425031;0.28392462;0.386551166;0.99995239
Dbf4;118.7816572;-0.11854079;0.386581711;0.99995239
Lonp1;309.4779262;-0.054426348;0.386723946;0.99995239
Klhl7;32.93844646;-0.275567677;0.387131248;0.99995239
Ppib;57.98601283;-0.192646829;0.387180005;0.99995239
Gm43672;5.679042494;0.702322781;0.387207879;0.99995239
Pole4;52.06785276;-0.206454053;0.38726607;0.99995239
Nop53;30.90594704;-0.286439214;0.387402837;0.99995239
Zfp26;54.04057278;-0.201500435;0.387405417;0.99995239
Exosc8;43.39984053;-0.231647348;0.387556668;0.99995239
Elf1;77.17519852;0.239331164;0.387706173;0.99995239
Lrrc20;32.46021131;0.338487735;0.387842772;0.99995239
Scfd1;108.7387189;-0.125760237;0.387868526;0.99995239
Dhrs7;23.01506695;0.390018035;0.387975689;0.99995239
Llgl2;6.157277651;-0.763050292;0.38808116;0.99995239
Tob2;73.64821423;0.243503483;0.388284453;0.99995239
Tfip11;86.91923985;-0.146691057;0.388434874;0.99995239
Ckap2;95.58725208;-0.137362006;0.388549191;0.99995239
B930095G15Rik;45.43233995;-0.224340607;0.388710331;0.99995239
Hdac1;184.2998738;-0.084526957;0.388770728;0.99995239
Fry;2.450955181;0.992162986;0.38898762;0.99995239
Pitpna;142.8727533;-0.102742541;0.389090731;0.99995239
Atg2b;90.02776837;0.224925176;0.389261709;0.99995239
L2hgdh;24.98778697;0.37596244;0.38946573;0.99995239
Traf3;41.12822353;-0.238371919;0.389544975;0.99995239
Prmt3;34.43293133;-0.266335188;0.389627907;0.99995239
Sub1;85.60409317;0.229168103;0.38969185;0.99995239
Tm6sf2;1.494484867;1.210331383;0.389878631;0.99995239
Snhg15;7.711541912;-0.661512265;0.389888513;0.99995239
Scara3;4.124778232;-0.975620856;0.390021741;0.99995239
Ksr1;50.75270608;0.281292333;0.390101654;0.99995239
Exo5;20.2054354;-0.368904744;0.39012204;0.99995239
Actl6a;58.40446859;-0.190182339;0.390177551;0.99995239
Fjx1;5.260586731;0.72140646;0.390178708;0.99995239
Zfp975;5.260586731;0.72140646;0.390178708;0.99995239
Lig1;121.8304063;0.200223021;0.390388555;0.99995239
Srxn1;38.0794744;-0.249592269;0.390434112;0.99995239
Rapgef2;84.22916709;-0.148988375;0.390483614;0.99995239
Kif1bp;51.94829397;-0.204951081;0.39050988;0.99995239
Kbtbd6;3.885660654;-1.011454736;0.390791533;0.99995239
Usp15;105.6301904;-0.127234158;0.390835911;0.99995239
Bloc1s2;18.35227416;-0.390277378;0.390917745;0.99995239
Zfp747;4.961689758;0.738235363;0.390978874;0.99995239
Scamp2;28.63433005;-0.297437027;0.391014802;0.99995239
Pdk4;12.97212864;0.492815881;0.39120716;0.99995239
Abcd2;6.27683644;0.668636337;0.391266556;0.99995239
Stard3nl;27.02028639;-0.308014091;0.39129293;0.99995239
Elovl6;43.63895811;-0.228552858;0.391296963;0.99995239
Rrp15;28.75388884;-0.296444877;0.391313355;0.99995239
Odc1;253.404854;0.1538427;0.391343235;0.99995239
Arih1;137.2534902;-0.10510635;0.391366109;0.99995239
Mpp5;157.1600286;0.181996111;0.391513484;0.99995239
Ptgr1;33.11778465;-0.271428693;0.391629457;0.99995239
Trio;209.8854547;-0.075317569;0.391636524;0.99995239
Dnajc7;107.0051165;-0.125737314;0.391739337;0.99995239
F2rl1;44.47586963;-0.225539619;0.391760658;0.99995239
Pcnx3;121.7706269;-0.114583719;0.391844098;0.99995239
Bcl2l2;25.8246985;-0.315737428;0.392447772;0.99995239
Ctnnal1;108.0213662;-0.124441086;0.39296343;0.99995239
Ninl;21.93903784;-0.348258504;0.393055228;0.99995239
Prps1l3;57.1491013;0.266947263;0.393077828;0.99995239
Klf3;168.6376724;0.176992348;0.393102314;0.99995239
Itpr2;83.57159375;-0.148487879;0.393509517;0.99995239
Aco1;55.83395462;-0.193959077;0.393660445;0.99995239
Snrpd3;97.67953089;-0.133274567;0.393711686;0.99995239
Spon2;2.391175787;0.993839563;0.393858315;0.99995239
Pum2;391.6745939;0.132760767;0.393900781;0.99995239
Mob1b;210.543028;-0.074503098;0.393994031;0.99995239
Hes1;14.22749593;0.471575968;0.394187013;0.99995239
Ptprf;228.417067;-0.069393711;0.394639517;0.99995239
Trim21;10.34183528;0.538670557;0.394746092;0.99995239
Add3;91.76137082;0.221306003;0.394767024;0.99995239
Ttll12;78.25122762;-0.154674741;0.394828514;0.99995239
Nkx6-1;4.4834546;-0.913051032;0.395044354;0.99995239
Strip2;3.70632247;0.82723492;0.395395735;0.99995239
Gripap1;77.4143161;-0.155542883;0.395409605;0.99995239
Bod1;44.65520782;-0.222770505;0.395414728;0.99995239
Apcdd1;21.40102329;0.3967365;0.395458224;0.99995239
Kdm5a;191.3538423;-0.080159888;0.395519493;0.99995239
Diablo;10.58095286;0.532660282;0.395648331;0.99995239
Tg;20.38477358;0.40464007;0.395749324;0.99995239
Mthfr;64.08351109;0.253965826;0.39581398;0.99995239
Palm;70.12122995;0.245132326;0.395862731;0.99995239
Dock3;5.081248547;-0.842084511;0.395953442;0.99995239
Ier5;46.08991329;-0.217988169;0.396006626;0.99995239
Usp3;46.20947208;-0.217603734;0.396049331;0.99995239
Blvra;7.651762518;0.609950763;0.396128412;0.99995239
Ssx2ip;40.17175322;-0.237646007;0.396259115;0.99995239
Otx1;9.385364963;0.559566824;0.396300348;0.99995239
Smarcd2;27.13984518;-0.30318541;0.396332448;0.99995239
Bud13;16.49911293;-0.410287162;0.396563967;0.99995239
Tab1;48.00285392;-0.212078346;0.396576194;0.99995239
Mrps35;20.38477358;-0.360894677;0.396578113;0.99995239
Tuba1c;128.8245955;-0.108362767;0.396596498;0.99995239
Pde7a;75.62093426;-0.15746976;0.396628579;0.99995239
Fam53b;7.591983123;-0.655843515;0.396920937;0.99995239
Cyba;3.048749128;-1.164012606;0.396967311;0.99995239
Nup54;75.08291971;-0.158066294;0.39698689;0.99995239
Prdm4;53.62211702;-0.19726363;0.397042517;0.99995239
Gm43080;2.929190339;0.908653234;0.397428501;0.99995239
Orc6;78.01211004;0.234503414;0.397574445;0.99995239
H1f0;107.0051165;0.207818783;0.397585895;0.99995239
Shoc2;159.9696601;-0.091724758;0.397630835;0.99995239
Msln;118.2436427;-0.114984487;0.397653107;0.99995239
Thoc2;254.6602213;-0.06239567;0.3976924;0.99995239
Mis12;71.85483239;0.242013723;0.397838524;0.99995239
Rras;14.16771654;0.469335214;0.397863918;0.99995239
Gtf2h4;18.53161235;-0.381130616;0.397867033;0.99995239
Cotl1;84.34872588;-0.14566158;0.397975765;0.99995239
Scnn1a;4.005219443;-0.972713953;0.398085051;0.99995239
Phrf1;86.85946046;-0.1425769;0.398423039;0.99995239
Cdc16;181.7293598;-0.082732413;0.398450139;0.99995239
Pth1r;5.141027942;-0.830389177;0.398487642;0.99995239
Usp33;49.43755939;0.28019359;0.398620552;0.99995239
Idh1;120.3957009;0.198492803;0.398696216;0.99995239
Col4a3;25.64536031;0.365968471;0.398727308;0.99995239
Zfp943;18.29249477;0.420949895;0.398931706;0.99995239
Pcnp;204.027074;0.16390546;0.399249587;0.99995239
Copg1;211.6190571;0.161822587;0.399273053;0.99995239
Zfp703;75.68071365;-0.156199261;0.399280785;0.99995239
Pappa;4.662792784;0.746572473;0.399313066;0.99995239
Myof;842.2318915;-0.012459497;0.399347597;0.99995239
Ube2i;240.5522842;-0.065122417;0.399735195;0.99995239
Nuf2;82.13688828;-0.147569228;0.399748618;0.99995239
Aimp1;56.67086615;-0.188859981;0.399834353;0.99995239
Rela;131.2755507;-0.105749741;0.399944253;0.99995239
Chic1;26.78116881;-0.302704105;0.400080368;0.99995239
BC029722;30.78638826;-0.277623464;0.400273944;0.99995239
Birc2;49.91579455;-0.204753324;0.400295193;0.99995239
Zmiz2;49.91579455;-0.204753324;0.400295193;0.99995239
Zbtb44;51.29072063;-0.201163776;0.400369753;0.99995239
Chchd2;92.95695871;-0.135250179;0.400422991;0.99995239
Lta4h;70.83858268;0.242209446;0.400707837;0.99995239
Apobr;9.624482542;-0.561976592;0.400930587;0.99995239
Cfap36;23.97153726;-0.323128755;0.401105263;0.99995239
Trnt1;62.40968804;-0.176677799;0.401112525;0.99995239
Mlf1;10.99940862;0.518829352;0.401256147;0.99995239
Rps19;68.02895113;-0.166788469;0.401310025;0.99995239
Iglon5;30.96572644;0.3370945;0.401362759;0.99995239
Ifi204;48.77998605;0.280312121;0.401526606;0.99995239
P3h2;27.37896276;-0.29736805;0.401690341;0.99995239
Tspan4;76.09916942;0.235142375;0.401771097;0.99995239
Klc1;72.81130271;0.239205856;0.401782879;0.99995239
Etf1;319.2219675;0.14027419;0.401982878;0.99995239
Sspn;20.50433237;0.399230925;0.401996936;0.99995239
1810058I24Rik;33.71557859;0.324995498;0.40237049;0.99995239
Lif;5.559483704;-0.782818561;0.402436037;0.99995239
Nob1;38.61748896;-0.239512611;0.402630017;0.99995239
Npr1;12.01565833;-0.489196716;0.402691068;0.99995239
Tesk1;10.82007044;-0.521113216;0.402740024;0.99995239
Man2b2;133.5471677;0.189817371;0.402741631;0.99995239
Polr1c;45.07366358;-0.217117963;0.402742447;0.99995239
Rrn3;161.763042;-0.089402367;0.402775493;0.99995239
Zmym3;111.3092329;-0.118210429;0.402858197;0.99995239
Emd;39.03594472;-0.237664387;0.402989814;0.99995239
Nipal3;15.6622014;-0.416485809;0.402990313;0.99995239
Polr3e;14.10793714;-0.443492976;0.403126154;0.99995239
Cebpz;118.9609954;-0.112518077;0.403260127;0.99995239
Uqcc1;47.40505997;-0.209874983;0.403375696;0.99995239
Trib1;21.87925845;-0.33958417;0.403460563;0.99995239
Foxo6;2.152058208;1.020311775;0.403536415;0.99995239
Clk3;32.69932888;-0.265056192;0.403651747;0.99995239
Parl;51.88851457;-0.197856061;0.403691122;0.99995239
Dennd2a;50.5135885;-0.201304795;0.403706695;0.99995239
Prpf31;40.29131201;-0.232363213;0.403958321;0.99995239
Gm46430;17.33602445;0.426535729;0.404139604;0.99995239
Unc119b;72.57218513;-0.158452795;0.404142402;0.99995239
Xrn1;105.6899698;-0.122142888;0.404290367;0.99995239
Ppp4r4;14.70573109;0.456669161;0.404456609;0.99995239
Keap1;41.18800293;-0.228785532;0.404554434;0.99995239
Dusp16;96.18504602;-0.130445875;0.40457671;0.99995239
Hnrnpl;294.5330775;-0.053024674;0.404884364;0.99995239
Magi1;46.20947208;0.284775539;0.404985226;0.99995239
Kat6a;244.4379448;0.152631113;0.405315513;0.99995239
Inppl1;240.7316223;-0.063709872;0.405415393;0.99995239
Chd6;95.22857571;0.214438059;0.405518122;0.99995239
Polr3d;27.19962457;-0.295247702;0.405966748;0.99995239
Faf2;139.5848866;-0.098965848;0.406337969;0.99995239
Lrrc56;3.885660654;-0.969634561;0.406387795;0.99995239
Tmtc3;187.7670787;-0.078388178;0.406444731;0.99995239
Fhl3;38.73704775;-0.236490677;0.406641692;0.99995239
Gstk1;4.722572179;-0.856768557;0.406671402;0.99995239
1700001L05Rik;10.99940862;0.513630446;0.406886174;0.99995239
Jade2;82.85424101;-0.14366396;0.406925575;0.99995239
Nek10;3.168307918;-1.104030501;0.406934218;0.99995239
Gm36033;3.168307918;-1.104030501;0.406934218;0.99995239
Atxn7l1;68.20828932;-0.163854563;0.406950468;0.99995239
Chek2;25.40624273;0.362056206;0.407052495;0.99995239
Plcb4;54.81770491;0.265066665;0.407088758;0.99995239
Golgb1;275.2841125;-0.056019476;0.407132615;0.99995239
C130036L24Rik;6.037718862;-0.734761247;0.407170454;0.99995239
Tmem171;13.80904017;-0.444483029;0.4072884;0.99995239
Gm5345;7.412644939;0.605878546;0.407349647;0.99995239
Rpl39;71.49615603;-0.158444381;0.407667655;0.99995239
Sfmbt2;6.695292203;0.631795152;0.407856113;0.99995239
Praf2;35.98719559;-0.24677436;0.408027027;0.99995239
Angptl6;5.38014552;-0.787043147;0.408094676;0.99995239
Bcap31;123.8629058;-0.107516115;0.408341077;0.99995239
Rfc5;101.6847503;-0.12396857;0.408463481;0.99995239
Txn1;156.8611316;-0.089805861;0.408645497;0.99995239
Tapbp;192.6092096;0.164906029;0.408703626;0.99995239
Ubr2;233.0200804;-0.064754543;0.408728559;0.99995239
Zbtb42;2.211837603;0.999399089;0.409000709;0.99995239
Gatad2a;223.9933918;-0.066956066;0.409015737;0.99995239
Itfg1;85.54431377;0.222001992;0.409345859;0.99995239
Ubl3;68.92564205;-0.161590337;0.409377838;0.99995239
Cabp1;4.782351574;-0.843889008;0.409406363;0.99995239
Nars;325.199907;0.137940789;0.409696103;0.99995239
Smg7;124.1618027;-0.106731301;0.410099779;0.99995239
Vti1a;46.08991329;-0.209755935;0.410184205;0.99995239
Mdh2;241.6880927;-0.062346401;0.410190933;0.99995239
5830417I10Rik;34.31337254;-0.252772004;0.410199023;0.99995239
Oplah;25.22690455;-0.305795857;0.410237529;0.99995239
Enah;188.2453138;0.165796904;0.410476725;0.99995239
Gm42664;10.22227649;-0.528617995;0.410525311;0.99995239
Pes1;78.4903452;-0.147488586;0.410602096;0.99995239
Tpgs1;11.41786438;-0.494107256;0.41078417;0.99995239
Kif21a;59.12182133;0.255553552;0.411040255;0.99995239
Cmc2;18.47183295;0.410210422;0.411197474;0.99995239
Hs1bp3;45.61167813;0.283076038;0.411535776;0.99995239
Eps15l1;83.39225557;-0.14105622;0.411652282;0.99995239
Cnih4;86.20188711;-0.137863313;0.411657598;0.99995239
Inafm1;5.738821888;0.669404613;0.411715042;0.99995239
Asns;138.3892987;-0.097895511;0.411716911;0.99995239
Gosr1;80.28372704;-0.144738594;0.411760148;0.99995239
Pnpla8;83.69115254;0.22294611;0.411878097;0.99995239
C1s2;8.309335859;0.572693488;0.411964741;0.99995239
Tnxb;18.95006811;-0.362520982;0.411988463;0.99995239
Lmo4;87.15835743;0.219419103;0.412134998;0.99995239
Ankib1;144.5465763;-0.094561172;0.412162214;0.99995239
D16Ertd472e;51.35050002;0.269693055;0.412186734;0.99995239
Fam20a;5.49970431;-0.767221706;0.412602756;0.99995239
Slc35g1;14.40683412;-0.427196676;0.412732292;0.99995239
F8;12.91234925;-0.456397835;0.412754757;0.99995239
Gpatch2l;36.16653378;0.310192788;0.412768029;0.99995239
Aak1;242.8239012;0.151312021;0.412855513;0.99995239
Sec24b;106.1682049;-0.118584984;0.412912446;0.99995239
Slc43a2;8.309335859;-0.595577995;0.412926586;0.99995239
Polr3gl;20.92278813;0.388118503;0.413190654;0.99995239
Cdca4;48.77998605;0.274779247;0.41322682;0.99995239
Sdhd;53.74167581;-0.188287352;0.413380808;0.99995239
Slc35d2;4.005219443;-0.933185589;0.413432447;0.99995239
Sec31b;4.005219443;-0.933185589;0.413432447;0.99995239
Mafg;96.84261937;-0.12638092;0.413514098;0.99995239
Cdyl;27.02028639;0.348823979;0.413786328;0.99995239
Ehd1;122.7868767;-0.106355641;0.413817503;0.99995239
Negr1;2.032499419;1.025811953;0.413841352;0.99995239
Bud23;30.96572644;-0.266809565;0.41393005;0.99995239
Slc25a42;12.3743347;0.48262871;0.414005106;0.99995239
Gbp6;3.168307918;0.853741264;0.414384651;0.99995239
Prrc2a;843.666597;-0.010513976;0.414425935;0.99995239
Rab1a;196.9731054;0.162199989;0.414531101;0.99995239
Ranbp9;79.98483007;-0.143869355;0.414684764;0.99995239
Gpatch4;25.04756637;-0.303540421;0.414720545;0.99995239
2700069I18Rik;6.27683644;-0.703332441;0.41473705;0.99995239
Brdt;6.874630387;0.617118996;0.414749893;0.99995239
Trmt6;58.76314496;-0.176819447;0.414939533;0.99995239
Cxcl16;3.766101864;-0.966366847;0.414941919;0.99995239
Brca2;108.3800425;-0.116078129;0.415022846;0.99995239
Rfx1;23.5530815;-0.314897291;0.415109871;0.99995239
Nus1;115.9122463;-0.110426237;0.41535812;0.99995239
Ranbp3;123.2651118;-0.105524775;0.41538023;0.99995239
Wdr44;29.29190339;-0.275095444;0.41540044;0.99995239
Nomo1;220.0479518;-0.066395399;0.415432551;0.99995239
Gm43858;3.048749128;0.865734738;0.415504268;0.99995239
Slc35e3;55.17638128;0.260615471;0.415565647;0.99995239
9530062K07Rik;3.048749128;-1.105118917;0.415576855;0.99995239
Tph2;5.320366126;0.686121544;0.415665475;0.99995239
Mfsd4b4;7.532203728;-0.627564933;0.415751131;0.99995239
Pmm2;35.56873983;-0.243447073;0.415819413;0.99995239
Ptbp2;71.795053;-0.154285358;0.415923372;0.99995239
Mlf2;168.6376724;-0.082699806;0.416101098;0.99995239
Echdc1;17.57514203;-0.375355301;0.416198745;0.99995239
H6pd;87.87571017;0.217233092;0.416350753;0.99995239
U2surp;175.5123028;-0.079993539;0.416405807;0.99995239
Lrrk1;93.91342903;-0.127963192;0.416566169;0.99995239
Tmem131;180.9522277;-0.0779803;0.416583131;0.99995239
Srsf6;238.8784611;-0.061465437;0.416632944;0.99995239
Shisa5;72.8710821;0.23325577;0.416793666;0.99995239
Map1lc3a;27.73763913;-0.283479068;0.416803532;0.99995239
Mlst8;36.76432772;-0.237704556;0.41696169;0.99995239
Rmi1;20.62389116;0.387815447;0.416985943;0.99995239
Ak1;30.18859431;-0.268786783;0.417086531;0.99995239
Got2;240.8511811;-0.060879756;0.417194427;0.99995239
Gramd3;6.217057046;0.640863032;0.417248983;0.99995239
Ss18l1;11.83632014;0.48885047;0.417255547;0.99995239
Mea1;50.99182365;-0.19273187;0.417257301;0.99995239
Pphln1;102.1629855;-0.120258155;0.417325003;0.99995239
Atp8a1;46.80726603;-0.203588953;0.417436202;0.99995239
Mrpl10;47.46483937;-0.201750321;0.4174703;0.99995239
Rasgef1b;13.21124622;0.466464554;0.417679248;0.99995239
Psmc2;186.8703877;-0.07562703;0.417758668;0.99995239
Dcaf17;16.31977474;0.426882851;0.417814997;0.99995239
Rcc1l;24.44977242;-0.305423571;0.418004069;0.99995239
Epn2;84.34872588;0.220003902;0.418152547;0.99995239
Tma16;34.13403436;-0.248054763;0.418446468;0.99995239
Smg9;15.12418685;-0.408491648;0.418661883;0.99995239
Hras;17.9935978;-0.367654936;0.418669441;0.99995239
Wdr26;277.2568325;-0.053100826;0.418670094;0.99995239
Hdac2;230.4495665;0.152722932;0.418680688;0.99995239
Ergic1;391.4952557;-0.037003539;0.418748393;0.99995239
Nup205;187.4084023;-0.075169855;0.418792615;0.99995239
Il3ra;8.129997675;-0.594156997;0.418930357;0.99995239
Get4;74.90358152;-0.148551943;0.419055344;0.99995239
Carm1;56.49152796;-0.17936057;0.419066338;0.99995239
Ing5;39.81307685;-0.224706951;0.419130395;0.99995239
Ggta1;39.93263564;-0.224239865;0.419195979;0.99995239
Ccdc82;49.79623576;0.269764424;0.419197905;0.99995239
Entpd6;9.146247385;-0.552577894;0.419378381;0.99995239
Rassf7;9.146247385;-0.552577894;0.419378381;0.99995239
Ttc1;41.5466793;0.28993599;0.419396763;0.99995239
Nrbp1;77.59365428;-0.144828833;0.419494844;0.99995239
Ctla2a;2.092278813;1.003620584;0.419564118;0.99995239
Pcsk7;40.70976777;-0.221274212;0.419589878;0.99995239
Rpl36;66.71380445;-0.160381355;0.419605687;0.99995239
Mboat1;18.17293598;0.406841753;0.419618542;0.99995239
Ube2r2;124.8193761;-0.103047567;0.419892916;0.99995239
Cdsn;41.5466793;-0.218210914;0.419953874;0.99995239
Dlgap5;61.09454135;-0.1698474;0.420061343;0.99995239
Trpm6;6.456174624;-0.681690147;0.420063133;0.99995239
St3gal3;27.19962457;-0.28422068;0.420377147;0.99995239
Tlr4;42.6227084;0.286469893;0.420409696;0.99995239
Pdzd11;36.04697499;-0.238422494;0.420431613;0.99995239
Zfp697;36.04697499;-0.238422494;0.420431613;0.99995239
Nmrk1;13.33080501;0.462400338;0.420439177;0.99995239
Fam102a;87.5170338;-0.132817984;0.420627335;0.99995239
Grb14;62.17057046;0.246487669;0.420760057;0.99995239
Pi4ka;136.4165786;0.183108928;0.420791893;0.99995239
Gpr146;24.98778697;0.355642456;0.421046037;0.99995239
Tomm22;75.74049305;-0.146540613;0.421118991;0.99995239
Als2;110.5321007;0.197625199;0.421460831;0.99995239
Parp6;25.7649191;-0.292818447;0.421747366;0.99995239
Alg9;15.54264261;-0.398477859;0.421847034;0.99995239
Rhbdd2;25.8246985;-0.292278456;0.421904484;0.99995239
Sc5d;136.5959168;-0.095616496;0.421963694;0.99995239
Rbpms;17.81425961;0.408185289;0.422409472;0.99995239
Gab2;13.15146683;-0.440056963;0.422533214;0.99995239
Zhx2;61.03476196;0.247355206;0.422956665;0.99995239
Mrpl19;24.38999303;-0.30189188;0.422969716;0.99995239
Tppp3;7.472424334;0.587022571;0.42300616;0.99995239
Rps5;130.558198;-0.098515096;0.423342943;0.99995239
Ppbp;8.07021828;0.567733827;0.423574607;0.99995239
AV356131;1.374926077;1.181247993;0.423671155;0.99995239
Tsr1;52.6656467;-0.185355705;0.423687232;0.99995239
Crocc;19.96631782;0.388368883;0.423716647;0.99995239
Pgm5;3.646543075;-0.962892983;0.423760358;0.99995239
Bmper;152.1983388;-0.087356519;0.423907818;0.99995239
Zfp438;11.65698196;0.486044923;0.423986757;0.99995239
Msantd4;78.60990399;-0.141627914;0.424032678;0.99995239
Med25;43.63895811;-0.208924051;0.424354588;0.99995239
Iqsec1;118.0643045;0.191952854;0.424417371;0.99995239
Spg11;71.7352736;-0.150550346;0.424525469;0.99995239
Usp25;142.3347387;-0.091777846;0.424773633;0.99995239
Wiz;103.8368085;-0.116124272;0.424848846;0.99995239
Dusp1;216.2818499;-0.065031973;0.424962259;0.99995239
Abraxas2;25.10734576;-0.294940255;0.425024308;0.99995239
Ikbkap;97.38063392;-0.121525197;0.42505311;0.99995239
Impa2;10.82007044;0.500419945;0.425168674;0.99995239
Ubfd1;57.26866009;-0.174687738;0.425205002;0.99995239
Ubxn7;174.1971561;0.166627487;0.425225784;0.99995239
Bak1;62.7683644;-0.164356145;0.425254809;0.99995239
Bag5;22.77594937;0.366611336;0.425465488;0.99995239
